signal_date,trade_date,ticker,model_used,forecast_vol_ann,target_vol_ann,cap,floor,close,desired_shares_int,dollar_exposure,exposure_multiplier
2026-02-20,2026-02-21,RDDT,ewma,0.5269610856778935,0.1,1.0,0.05,150.1699981689453,13,1952.209976196289,0.1952209976196289
