regime,MAE,RMSE,QLIKE
high,0.18044576516301422,0.2618631793699329,2.264687289872372
low,0.13465556856776142,0.15497804710667498,2.4854075461940965
medium,0.06538572260635361,0.1071202900651519,0.3411448571866976
