regime,MAE,RMSE,QLIKE
high,0.11804613499441746,0.15874314388857938,2.6438598200954084
low,0.07839756144590866,0.08785778416240969,2.3442396352458594
medium,0.03347804611735775,0.04478983292214321,0.27764721298669115
