Model,MAE,RMSE,Correlation,QLIKE,MSE_var,Log_vol
naive,0.09797662924760443,0.14432533915750081,0.3665605590170574,92528214.95805202,0.013817356332813812,6.254548214197961
roll_mean,0.07914347505295131,0.11863635800110055,,2.1313263845585855,0.011064539320097336,3.504501224945364
har_rv,0.07803727788430119,0.11900016449932654,,2.3484529930765934,0.013249043802757241,2.885924460814585
ewma,0.09062321758417176,0.12459493231845348,,1.6710589786711545,0.010470619391828372,3.893005945684947
garch,0.07644598087369874,0.11675109276717778,,2.0241424341364835,0.013054408262224215,2.896011138904509
gjr,0.07485666002326193,0.1149481475818534,,2.0261784875576945,0.012466635761483156,2.839220773095856
garch_t,0.0767187640023357,0.1164943865650865,,2.005451624746469,0.012861923169187807,2.9048452828304394
ridge,0.07498460200125746,0.11360311240144541,,1.8820732641223556,0.01252917592369139,2.9039142709214643
