regime,MAE,RMSE,QLIKE
high,0.09715669969931448,0.1271513708692354,1.937203075214118
low,0.07322792124164007,0.08305410252307659,2.049767239202145
medium,0.03247059131439646,0.04404640868907932,0.27349770037427384
