Date,Open,High,Low,Close,Simple,Log
2010-01-27,56.91290706562279,57.1238082098301,56.677193186941935,56.795047760009766,,
2010-01-28,56.5283536532288,56.88192706815664,56.48493252271304,56.76407241821289,-0.0005453880755196261,-0.000545536853693106
2010-01-29,56.7020332663385,57.29132061350089,56.6027822805799,57.26030349731445,0.00874199221376415,0.008704002244628464
2010-02-01,57.0891090973383,57.10156167725692,56.67826419611043,56.74051284790039,-0.009077678909585996,-0.0091191320932704
2010-02-02,56.75917523553337,56.927247035550046,56.67202619118891,56.90235137939453,0.002852257115263823,0.0028481971481525803
2010-02-03,56.52887467124498,56.62847633632029,56.19272617551898,56.24252700805664,-0.011595731201660464,-0.011663485979457327
2010-02-04,56.640883911491734,57.157556495982625,56.58486157665715,57.13265609741211,0.015826619761021066,0.015702684752434515
2010-02-05,56.8774260376821,57.531043583705504,56.77782445966065,57.25714874267578,0.0021790102853158633,0.002176639685487116
2010-02-08,57.18868061046644,57.36297864335863,57.05173079911823,57.331851959228516,0.001304696761769586,0.001303846384525428
2010-02-09,57.107762842592344,57.40656291355068,56.73426631584393,56.7591667175293,-0.009988954169952269,-0.010039178511656194
2010-02-10,56.84633166360981,57.02062977493819,56.14913446902896,56.21760940551758,-0.009541318932796528,-0.009587128941093103
2010-02-11,56.14912913331854,56.19892994589915,55.63868267753443,55.91258239746094,-0.005425826734402284,-0.005440599994610611
2010-02-12,56.21756063920125,56.286035516290866,55.99346190495582,56.14286422729492,0.004118604792692215,0.004110146556108734
2010-02-16,55.856558999927984,56.29853051745916,55.856558999927984,56.24872970581055,0.0018856444175527898,0.0018838688218624077
2010-02-17,55.97480262169941,56.08062573275959,55.45190860286238,55.6075325012207,-0.011399318845837114,-0.011464789100651563
2010-02-18,55.688486495533176,55.71338690316732,55.09711724934049,55.38346481323242,-0.0040294484921330476,-0.0040375885938137845
2010-02-19,55.551538837326845,55.71961540822451,55.339892487920686,55.6822624206543,0.005395068878942366,0.005380567628286941
2010-02-22,55.476823770641666,55.60132102277762,55.35232176923997,55.45192337036133,-0.004136668308353908,-0.004145247989739104
2010-02-23,55.613791432725286,56.36078949668983,55.588895771600704,56.31721496582031,0.015604356762879634,0.01548386068053948
2010-02-24,56.36699449534929,56.57241449227456,56.13666934817142,56.45414352416992,0.002431380146065587,0.002428429123761678
2010-02-25,56.759181504043596,56.82765643920046,56.58488339610512,56.771629333496094,0.005623782232924146,0.005608027808325957
2010-02-26,56.93344352461056,57.30693991191836,56.90232159607238,57.06416702270508,0.005152885211212155,0.005139654529538046
2010-03-01,57.03299287564673,57.157885291014765,56.80193666644158,57.03923416137695,-0.0004369267550721201,-0.0004370222353797159
2010-03-02,56.7519716333105,57.00176120126855,56.63956656594635,56.96429443359375,-0.001313827734278128,-0.0013146915626331373
2010-03-03,56.83320133726952,56.876914189221075,56.639611766332436,56.820709228515625,-0.002520617634358846,-0.0025237997393595286
2010-03-04,56.80190255473813,57.25152260299352,56.72072300993433,57.120384216308594,0.00527404518285346,0.005260186114104752
2010-03-05,56.72074378646761,56.74572321655802,56.277369622125896,56.371036529541016,-0.013118743808337885,-0.013205554596086667
2010-03-08,56.13999518494398,56.183708004339735,56.01509801214182,56.07754898071289,-0.005206353597460023,-0.005219953882149329
2010-03-09,56.189940755365285,56.202428087520076,55.827746186471046,56.090023040771484,0.000222443032645403,0.0002224182958622988
2010-03-10,55.88392681818856,56.01506519955741,55.69658831523472,55.946372985839844,-0.002561062505309075,-0.002564347636035922
2010-03-11,55.821527086115964,56.28988087961017,55.8090397479329,56.152496337890625,0.0036843023247092876,0.0036775319073133893
2010-03-12,56.05881062980333,56.60834865947528,56.033835959672764,56.50218963623047,0.006227564599009305,0.006208253451401459
2010-03-15,56.42098860180227,56.49592688305779,56.23365004517131,56.4272346496582,-0.001326585519160206,-0.001327466212693052
2010-03-16,56.552175467978145,56.883144822799714,56.539688125907155,56.87690353393555,0.007969004454484008,0.007937419627276787
2010-03-17,57.02046653254634,57.120384216308594,56.870594771240334,57.120384216308594,0.004280835756605095,0.004271699045110973
2010-03-18,57.08921962816016,57.126691181698824,56.83318862808207,56.933101654052734,-0.0032787342876868797,-0.003284121114824198
2010-03-19,56.98926544189453,57.18909611385134,56.74572195933277,56.98926544189453,0.0009864874073270968,0.0009860011483906255
2010-03-22,57.04542021626416,57.1328457679436,56.96424070808619,57.051666259765625,0.0010949573992091732,0.0010943583705901345
2010-03-23,56.870605844963016,57.02672368298744,56.77069290608331,56.783180236816406,-0.004706015451446333,-0.004717123605960311
2010-03-24,56.102526841688004,56.35856248723912,55.61543975090714,55.746578216552734,-0.018255441416639262,-0.018424128107892793
2010-03-25,55.659170958254286,55.72786323880785,55.18457581086474,55.390647888183594,-0.0063847923900637316,-0.006405262354495881
2010-03-26,55.29069164650374,55.65288615817816,55.259466174541494,55.546722412109375,0.0028177053325111334,0.0028137430421401035
2010-03-29,55.440593548679296,55.48430637457073,55.147091104405085,55.334434509277344,-0.0038217899025082547,-0.003829111602156225
2010-03-30,55.278224947057396,55.54674793054389,55.12210704420107,55.509281158447266,0.0031598163190880157,0.003154834590974682
2010-03-31,55.715346500881054,55.902685087262626,55.54673653236439,55.89019775390625,0.006862214525381605,0.006838776693811715
2010-04-01,55.64070887742875,55.80367726445797,55.4276004176861,55.75353240966797,-0.0024452471046898516,-0.002448241603914399
2010-04-05,55.145610852511766,55.245895901629616,54.78833669750516,54.82594299316406,-0.01663732101650761,-0.01677727572761566
2010-04-06,55.03273575102878,55.06407270743022,54.75067445094846,54.91364288330078,0.0015996056857181529,0.0015983276792327058
2010-04-07,54.81335423688791,55.73474589441704,54.71933858373431,55.615657806396484,0.01278398019573368,0.01270295494039414
2010-04-08,55.71595676441988,55.86638662934452,55.45897261109358,55.64073944091797,0.00045098153129452534,0.00045087986968759733
2010-04-09,55.54046049471624,55.82251711986503,55.41510305733449,55.772377014160156,0.0023658487389794924,0.0023630545251087476
2010-04-12,55.89145327850154,56.135903576951485,55.84130840136342,56.06695556640625,0.005281800203195575,0.0052679004189423425
2010-04-13,56.342753980254656,56.380360251321704,56.11083748382301,56.24873352050781,0.003242158456174149,0.0032369139929764516
