,kupiec_lr,kupiec_pval,christoffersen_ind_lr,christoffersen_ind_pval,christoffersen_cc_lr,christoffersen_cc_pval,dq_wald,dq_pval,clustering_n_violations,clustering_mean_run_length,clustering_mean_gap,clustering_max_run_length,es_ratio,fz_score
0,-0.0,1.0,0.2621662046515212,0.6086358338707845,0.2621662046515212,0.8771448785827407,5.070042637168508,0.6514158137357682,19,1.0,137.5,1,0.9252802082088919,-1.06405299862137
