,sharpe,max_dd,mean_ret,turnover,realized_vol_ann,utility,vol_error
0,0.44768028260224846,-0.25269986798379307,0.06384982104748348,0.024467172916327166,0.14262370607263392,0.04350829951359041,0.04262370607263391
