,sharpe,max_dd,mean_ret,turnover,realized_vol_ann,utility,vol_error
0,0.8850926208240979,-0.2870880930739411,0.15353910852999889,0.049192053390215665,0.17347236312171518,0.12344644776296668,0.07347236312171518
