,sharpe,max_dd,mean_ret,turnover,realized_vol_ann,utility,vol_error
0,1.0226694829979128,-0.24140801849686222,0.1618003880827233,0.034725283399118144,0.15821376383714691,0.1367687930152068,0.05821376383714691
