,kupiec_lr,kupiec_pval,christoffersen_ind_lr,christoffersen_ind_pval,christoffersen_cc_lr,christoffersen_cc_pval,dq_wald,dq_pval,clustering_n_violations,clustering_mean_run_length,clustering_mean_gap,clustering_max_run_length,es_ratio,fz_score
0,-0.0,1.0,1.4246851853119153,0.2326337812976106,1.4246851853119153,0.490493823329724,8.712107853999072,0.2739916453302984,19,1.0555555555555556,79.72222222222223,2,0.9812765948620269,-1.0271637665189879
