,kupiec_lr,kupiec_pval,christoffersen_ind_lr,christoffersen_ind_pval,christoffersen_cc_lr,christoffersen_cc_pval,dq_wald,dq_pval,clustering_n_violations,clustering_mean_run_length,clustering_mean_gap,clustering_max_run_length,es_ratio,fz_score
0,-0.0,1.0,1.1152134129249873,0.29095146948373585,1.1152134129249873,0.5725777720167826,18.353469608497676,0.010473033999975012,21,1.05,65.05,2,1.0291612238993049,-1.0186835418622624
