,kupiec_lr,kupiec_pval,christoffersen_ind_lr,christoffersen_ind_pval,christoffersen_cc_lr,christoffersen_cc_pval,dq_wald,dq_pval,clustering_n_violations,clustering_mean_run_length,clustering_mean_gap,clustering_max_run_length,es_ratio,fz_score
0,-0.0,1.0,3.0578890260067055,0.08034598887013689,3.0578890260067055,0.2167643385557001,11.075690946743379,0.13535132630740987,12,1.0909090909090908,116.81818181818181,2,1.0007630481264689,-1.0328763804266767
