signal_date,trade_date,ticker,model_used,forecast_vol_ann,target_vol_ann,cap,floor,close,desired_shares_int,dollar_exposure,exposure_multiplier
2026-06-12,2026-06-13,SPY,ridge,0.18472253706959607,0.1,1.0,0.05,741.75,73,54147.75,0.5414775
