signal_date,trade_date,ticker,model_used,forecast_vol_ann,target_vol_ann,cap,floor,close,desired_shares_int,dollar_exposure,exposure_multiplier
2026-06-12,2026-06-13,TLT,ridge,0.09414625502955343,0.1,1.0,0.05,85.7699966430664,1166,100007.81608581543,1.0000781608581544
