signal_date,trade_date,ticker,model_used,forecast_vol_ann,target_vol_ann,cap,floor,close,desired_shares_int,dollar_exposure,exposure_multiplier
2026-06-12,2026-06-13,VXX,ridge,0.5811733435524816,0.1,1.0,0.05,24.200000762939453,711,17206.20054244995,0.1720620054244995
