signal_date,trade_date,ticker,model_used,forecast_vol_ann,target_vol_ann,cap,floor,close,desired_shares_int,dollar_exposure,exposure_multiplier
2026-06-12,2026-06-13,XLE,ridge,0.18698907820821972,0.1,1.0,0.05,57.54999923706055,929,53463.94929122925,0.5346394929122925
