signal_date,trade_date,ticker,model_used,forecast_vol_ann,target_vol_ann,cap,floor,close,desired_shares_int,dollar_exposure,exposure_multiplier
2026-02-13,2026-02-14,NVDA,ewma,0.28288482709449714,0.1,1.0,0.05,182.80999755859375,39,7129.589904785156,0.3564794952392578
