naive_MAE,naive_QLIKE,roll_mean_MAE,roll_mean_QLIKE,har_rv_MAE,har_rv_QLIKE,ewma_MAE,ewma_QLIKE,garch_MAE,garch_QLIKE,ridge_MAE,ridge_QLIKE
0.1122541073822731,50606685.020666786,0.08877741928860332,1.898994102164681,0.0968502271147467,1.9585534652438084,0.08572766169291045,1.9759703186386604,0.09354921519100344,1.7926093688481697,0.09252017885920068,1.6523694080558036
