,MAE,RMSE,QLIKE
NVDA_high,0.3253013537256002,0.48665312351045853,3.7701948907641194
NVDA_low,0.2311033044685002,0.2529533988338379,2.4991673132094743
NVDA_medium,0.1122936136987094,0.14961604676687457,0.34030657518839913
