ticker,Model,MAE,RMSE,Correlation,QLIKE,MSE_var,Log_vol
NVDA,naive,0.2782970032028972,0.4234303122154788,0.16815970543052752,519146628.3991011,0.8355433240354706,9.846377109769003
NVDA,roll_mean,0.21455606532843285,0.3165905064674922,,2.169439378222663,0.44400672032980054,5.297429053823175
NVDA,har_rv,0.22899522199368771,0.34536229803707374,,2.701983298873577,0.5926143435580098,2.70448907740453
NVDA,ewma,0.21056968570966908,0.3171112574966566,,2.2633829189838752,0.4495159299196852,5.254759576374977
NVDA,garch,0.22733032963897493,0.34208128370236973,,2.280902251645253,0.5938191494897472,2.7237107539698395
NVDA,ridge,0.2253873670719332,0.33448144975346994,,2.237651757168194,0.578465232335979,2.718541199756664
