,sharpe,max_dd,mean_ret,turnover,realized_vol_ann,utility,vol_error
0,1.139659394795811,-0.2733831143144214,0.17856824713878483,0.017712890610588488,0.15668562724627635,0.15401786135322576,0.05668562724627635
