regime,MAE,RMSE,QLIKE
high,0.32472140833053303,0.48664611997992424,3.7419998588300403
low,0.2320253946554687,0.25377785461626506,2.512081836082874
medium,0.11296269882191792,0.15030247153973744,0.34263475519555664
