Date,realized,naive,roll_mean,har_rv,ewma,garch,gjr,garch_t,ridge,regime,ridge_lower,ridge_upper
2010-01-29,1.2171475983613496,0.5339173623341414,,,,,,,,high,,
2010-02-01,0.16286659454717745,0.6906242864714041,,,,,,,,medium,,
2010-02-02,0.13275984661592044,1.2171475983613496,,,,,,,,low,,
2010-02-03,0.9216224174162131,0.16286659454717745,,,,,,,,high,,
2010-02-04,0.31948319513837126,0.13275984661592044,,,,,,,,medium,,
2010-02-05,0.029359854988057807,0.9216224174162131,,,,,,,,low,,
2010-02-08,0.1274596536447046,0.31948319513837126,,,,,,,,low,,
2010-02-09,0.30641566589817515,0.029359854988057807,,,,,,,,medium,,
2010-02-10,0.727293181011186,0.1274596536447046,,,,,,,,high,,
2010-02-11,0.21327317995261816,0.30641566589817515,,,,,,,,medium,,
2010-02-12,0.2927816585342931,0.727293181011186,,,,,,,,medium,,
2010-02-16,0.15273010569884257,0.21327317995261816,,,,,,,,medium,,
2010-02-17,1.0411006803041332,0.2927816585342931,,,,,,,,high,,
2010-02-18,0.08570560252840372,0.15273010569884257,,,,,,,,low,,
2010-02-19,0.0287236113880734,1.0411006803041332,,,,,,,,low,,
2010-02-22,0.38228603545023865,0.08570560252840372,,,,,,,,high,,
2010-02-23,0.3329570332306183,0.0287236113880734,,,,,,,,medium,,
2010-02-24,0.14387219113284508,0.38228603545023865,,,,,,,,medium,,
2010-02-25,0.1935924495506155,0.3329570332306183,,,0.37707651952969534,,,,,medium,,
2010-02-26,0.6369418213803608,0.14387219113284508,,,0.3664375468033154,,,,,high,,
2010-03-01,0.009423565715869931,0.1935924495506155,,,0.3568532306992446,,,,,low,,
2010-03-02,0.19795481891818026,0.6369418213803608,0.39422336479898834,,0.3631451790669386,,,,,medium,,
2010-03-03,0.028633517724524847,0.009423565715869931,0.370382737679976,,0.3520860973150025,,,,,low,,
2010-03-04,0.4859553211644132,0.19795481891818026,0.3479886709730113,,0.3430777259414355,,,,,high,,
2010-03-05,0.23113591831832953,0.028633517724524847,0.29396530367133744,,0.3326631672202926,,,,,medium,,
2010-03-08,0.5910722960706094,0.4859553211644132,0.30865115488121175,,0.3333308762784726,,,,,high,,
2010-03-09,0.036181375343738054,0.23113591831832953,0.31312279450404856,,0.3256464633277101,,,,,low,,
2010-03-10,0.3609886314791144,0.5910722960706094,0.2980977889883393,,0.33190943901709147,,,,,high,,
2010-03-11,0.05540504532441642,0.036181375343738054,0.2852204335431287,,0.32185915541394017,,,,,low,,
2010-03-12,0.08282390011750011,0.3609886314791144,0.30029446883817673,,0.3182563443673406,,,,,low,,
2010-03-15,0.5550468682954206,0.05540504532441642,0.2970192593690727,,0.30871016545893254,,,,,high,,
2010-03-16,0.303911190694503,0.08282390011750011,0.28685599728813294,,0.29964919862255734,,,,,medium,,
2010-03-17,0.5613054039431784,0.5550468682954206,0.27902661943741636,,0.30601401026941394,,,,,high,,
2010-03-18,0.19093487812063334,0.303911190694503,0.2831465290165929,,0.301325007868878,,,,,medium,,
2010-03-19,0.2576755524697528,0.5613054039431784,0.29535215380790586,,0.3078974950207018,,,,,medium,,
2010-03-22,0.32600271671796227,0.19093487812063334,0.29708873437253275,,0.30034396818333126,,,,,medium,,
2010-03-23,0.5324073553540228,0.2576755524697528,0.2614785012891518,,0.29459465368686016,,,,,high,,
2010-03-24,0.045905636412591135,0.32600271671796227,0.27240109738867724,,0.29114804227618113,,,,,low,,
2010-03-25,0.0,0.5324073553540228,0.29529581302349306,,0.29695939003680244,,,,,low,,
2010-03-26,0.20140881598391328,0.045905636412591135,0.2800057948854182,,0.2880225796613892,,,,,medium,,
2010-03-29,0.06327900746378856,0.0,0.26487138428402646,,0.2792482515811214,,,,,low,,
2010-03-30,0.2070930709300509,0.20140881598391328,0.2674866854136205,,0.27297944278851416,,,,,medium,,
2010-03-31,0.1642197709050451,0.06327900746378856,0.2615633471369465,,0.264890234998552,,,,,medium,,
2010-04-01,0.23968465690073093,0.2070930709300509,0.2420247675710233,,0.25931342541902835,,,,,medium,,
2010-04-05,0.3905073711270358,0.1642197709050451,0.24906095871598585,,0.2530175674554638,,,,,high,,
2010-04-06,0.10241543781207656,0.23968465690073093,0.2509577695333745,,0.2487976650156186,,,,,low,,
2010-04-07,0.2590245982728761,0.3905073711270358,0.2674065810516705,,0.250521738851795,,,,,medium,,
2010-04-08,0.10344810045180215,0.10241543781207656,0.24997294999020062,,0.2435367339769394,,,,,low,,
2010-04-09,0.2896456005909433,0.2590245982728761,0.25124061726086183,,0.2403421407570841,,,,,medium,,
2010-04-12,0.3303381191721945,0.10344810045180215,0.22907588109637061,,0.23370821387124743,,,,,medium,,
2010-04-13,0.1977557413187955,0.2896456005909433,0.24059698224397083,,0.2320758382410501,,,,,medium,,
2010-04-14,0.11541575535495907,0.3303381191721945,0.23920377713911084,,0.23216662379186973,,,,,low,,
2010-04-15,0.8373578089170458,0.1977557413187955,0.24567426332067352,,0.22768504721978786,,,,,high,,
2010-04-16,0.07442910410016135,0.11541575535495907,0.24715571128601257,,0.22165215040994546,,,,,low,,
2010-04-19,0.05609025689112174,0.8373578089170458,0.25998802676881366,,0.25926229621582575,,,,,low,,
2010-04-20,0.4099057355040454,0.07442910410016135,0.24955702283270728,,0.25169448283756835,,,,,high,,
2010-04-21,0.06693726448400603,0.05609025689112174,0.22659269796670473,,0.24422016590970144,,,,,low,,
2010-04-22,0.21902419050339797,0.4099057355040454,0.23654591875685982,,0.24719539120039788,,,,,medium,,
2010-04-23,0.15449965885029834,0.06693726448400603,0.22787599657568947,,0.23994508885612295,,,,,medium,,
2010-04-26,0.4494609643326756,0.21902419050339797,0.22301333629320927,,0.23570824085502914,,,,,high,,
2010-04-27,0.029527508065104686,0.15449965885029834,0.20583571372485815,,0.23008906244343696,,,,,low,,
2010-04-28,0.48134039076380747,0.4494609643326756,0.22417913772122564,,0.23627308947592743,,,,,high,,
2010-04-29,0.8962213517057461,0.029527508065104686,0.2255212971787304,,0.22913234309858066,,,,,high,,
2010-04-30,0.17177967226647556,0.48134039076380747,0.2382454596687256,,0.2372808251166423,,,,,medium,,
2010-05-03,0.807001105610107,0.8962213517057461,0.2761064753160873,,0.2775255662232775,,,,,high,,
2010-05-04,0.2690592656196741,0.17177967226647556,0.27450132083137935,,0.2707110289353152,,,,,medium,,
2010-05-05,0.328439566352962,0.807001105610107,0.30371865422706396,,0.29736327454758443,,,,,medium,,
2010-05-06,0.2683071304203548,0.2690592656196741,0.3050538637142886,,0.2920465864877662,,,,,medium,,
2010-05-07,0.6822932420442128,0.328439566352962,0.30223259986092166,,0.2888077433532394,,,,,high,,
2010-05-10,0.17444166745542772,0.2683071304203548,0.3097731313431161,,0.28383970714220963,,,,,medium,,
2010-05-11,0.3086579625767863,0.6822932420442128,0.32901261515090413,,0.2994942447422269,,,,,medium,,
2010-05-12,0.03243281999030564,0.17444166745542772,0.33223959546925075,,0.291938163548435,,,,,low,,
2010-05-13,1.8312542391837447,0.3086579625767863,0.33310379374133453,,0.28804914509807594,,,,,high,,
2010-05-14,0.036740334000706434,0.03243281999030564,0.31956264377852145,,0.27933049963547507,,,,,low,,
2010-05-17,0.5254833883219873,1.8312542391837447,0.3938125754996555,,0.417071647323168,,,,,high,,
2010-05-18,0.25277832189128574,0.036740334000706434,0.390236419983553,,0.4044160345795947,,,,,medium,,
2010-05-19,0.37322362082644417,0.5254833883219873,0.37606030995650497,,0.4025210218431449,,,,,high,,
2010-05-20,0.34398509163250324,0.25277832189128574,0.3841670925833742,,0.39270687420091827,,,,,medium,,
2010-05-21,0.4613931488832593,0.37322362082644417,0.3985822454895253,,0.38619223689279475,,,,,high,,
2010-05-24,0.42383595424975457,0.34398509163250324,0.3955858525862734,,0.37913790301689376,,,,,high,,
2010-05-25,0.07506200039118593,0.4613931488832593,0.4135156655135121,,0.3761745946617035,,,,,low,,
