,MAE,RMSE,QLIKE
NVDA_high,0.3253013537256003,0.48665312351045864,3.770194890764092
NVDA_low,0.23110330446850041,0.252953398833838,2.4991673132094347
NVDA_medium,0.11229361369870913,0.14961604676687423,0.34030657518839624
