regime,MAE,RMSE,QLIKE
high,0.32472137960079794,0.48664598176695234,3.7420089481543073
low,0.23202515360080966,0.2537776607054521,2.5120732482894272
medium,0.11296287005077092,0.15030255671304177,0.3426357035405059
