Model,MAE,RMSE,Correlation,QLIKE,MSE_var,Log_vol
naive,0.27871839220608086,0.4240005357002434,0.1683271074664296,521213589.2736105,0.8387569502540718,9.880654932890856
roll_mean,0.21438416831749185,0.3166669687173786,,2.171088682904102,0.44546289078059226,5.309626804315604
har_rv,0.22914012895229413,0.3456834419038417,,2.6997939493792225,0.5954616394527534,2.7097239812340255
ewma,0.21058903614533414,0.31718850569709733,,2.263933813025693,0.45084903101690216,5.2726397419578195
garch,0.22771263641289274,0.34266675106346517,,2.281230135682638,0.597072772906315,2.7329965920500747
gjr,0.22629805156603303,0.3423541446226416,,2.4009244014106885,0.597222179930897,2.6914442087800357
garch_t,0.22677844237541314,0.3405374417436053,,2.2458954078485363,0.5939617094671182,2.7281655170837626
ridge,0.2256818500231449,0.3349739738065537,,2.231768005146904,0.5816121691549527,2.72765408070218
